Pure,Equlibration pH,Elution Conductivity,Sample Volume,serotype,from,resin,Elution pH,Wash pH,Elution Conductivity,Wash Conductivity,Sample Flowrate Elution (CV/h),System Flowrate Elution (CV/h)
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,14.749304892495275,6.277473606169224,28.84300665599294,40.85074106655084,7.866514867171645,5.613412108272314
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,14.103105084970593,8.35815305262804,26.41435894332826,45.14805730083026,14.005450993776321,5.000733159482479
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,10.052300445735455,8.705911047756672,19.89731501056813,23.711203783005477,12.061721488833427,8.231408502906561
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,14.28991056419909,6.115687221288681,40.43315045600757,47.224883833900094,8.115938667207956,8.030244272202253
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,6.431975034996867,6.935703542083502,21.83991947285831,47.81699641714804,11.69931328855455,6.657614454627037
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,10.233988216146827,8.293186247348785,26.225013227341698,48.922989851143214,14.038999317213893,5.8995410948991776
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,2.2747396878093777,8.755933307870642,40.19585618155545,25.365068089055182,7.88476983777478,7.191559625294522
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,1.5231039176760046,6.221180901807525,23.530128205814925,45.20376258906752,6.681017850237767,8.782983714819903
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,11.013179626789709,7.163899359016009,49.54792218702926,25.595583122657914,6.84744350787231,6.668563958892479
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,2.469911466782955,8.284835745150776,32.593529662059225,32.88388484304227,14.294985690759386,5.76651765017934
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,9.198727430200924,5.424657258039612,40.62621788235732,34.978387474619986,12.35191020688691,5.110706729800928
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,9.482372325012006,5.669251518367686,29.130061357208966,38.16407923498652,11.552612503043674,6.4395527746146515
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,13.503377299381405,5.265839376551813,31.282717276220712,19.201565479919918,10.86281067731521,6.108424096258078
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,11.404892908176615,8.323259959507578,37.10511719255766,49.884279708623,4.711442581670152,5.259096990068754
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,3.7120876138292127,5.132483640385174,27.49960268451786,36.17738125005761,9.033213398737782,6.079891798936538
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,12.340949145289006,7.060329018398713,48.898351236311285,49.84837693320857,5.761027069648302,6.479945498131099
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,1.0,5.0,19.05,42.44534568447173,11.027690848779551,7.433673937633878
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,1.0,5.0,50.0,21.73253084742592,1.0,9.0
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,1.8958759941160679,5.069581758230925,42.480924755893646,33.62086612163112,4.7402825355529785,8.468998610973358
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,5.144549353048205,5.051381688565016,25.808056408446284,45.4527892137412,11.543887970969081,6.68849590420723
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,2.3870320562273264,5.153566867113113,19.07262651748024,49.367692003399135,5.75128635764122,5.44838111102581
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,1.6539525091648102,5.250342324376106,35.768079932872205,21.916762991808355,13.376017596572638,8.694195289164782
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,1.125728689134121,5.365623738616705,24.499991789832713,25.659821829246358,12.7342584207654,8.193310342729092
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,14.473556954413652,5.046667240560055,32.93610454476438,44.67019064873457,11.311000112444162,6.432044077664614
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,5.249632412567735,5.041824512183666,48.342322211060676,21.707681013131516,13.64362145587802,8.232833620160818
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,2.072240151464939,5.039943691343069,33.13209400447086,47.893019563890995,7.994873268529773,8.384354375302792
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,1.0,5.0,19.05,50.0,1.0,5.7401780377372456
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,10.484138715282608,8.669923507573152,47.993470194935064,29.640501985815586,1.8568587479663037,7.497592937786347
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,1.2451377934390857,5.0,46.08138675477901,32.31231275659894,11.706879271160945,5.74712616365165
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,2.3357436037656782,5.544091488995685,25.176383844016733,45.40112536500154,14.392709436575501,5.491740886706223
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,2.950256176839464,5.541263701799811,21.605907809072416,29.056209094267253,5.662830279873489,7.977107937026917
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,2.4911766033619642,5.025630928575993,42.17037131623365,43.33719358677045,14.786977298557758,5.140111152082682
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,6.486344733408263,5.5732886680021245,45.55918287456829,23.72093981167863,8.677613062054144,5.202080111149489
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,4.131068056041801,5.531198919453487,35.20979762863914,40.557577601278616,14.466363219424428,6.995600188313835
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,3.265629835114491,6.5379790945693985,43.29622014167788,39.79126385615605,14.460596100198437,5.378609320426746
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,9.327666001796816,5.455923428547165,21.991059251886888,46.170443260195505,5.972479376453778,8.118007105481306
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,6.9028462041169405,5.5498870722949505,49.579645529808474,31.11673569153063,5.978433553129435,6.175448764115572
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,2.6698976028710604,7.520919803529978,23.045882268948482,37.12981988419779,9.54092195816338,7.355266150087118
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,8.447868084535003,6.195689417421818,36.35934429951012,40.988283885037525,5.468851812183857,7.489272203296423
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,12.146083921194077,5.994044456630945,28.600112175382677,29.246675382135436,12.950357729569077,8.486384887248278
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,7.154655987396836,8.844961863011122,23.565316521562636,44.11004718723707,14.818234285339713,6.380513612180948
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,14.518901640549302,5.910667289048433,33.40262540974654,39.18430119743571,4.220025861635804,6.925202518701553
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,11.455798491835594,7.77879074588418,30.55741072865203,46.17625041762367,12.460883479565382,7.463250990957022
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,10.190216157585382,6.194848582148552,37.26540140174329,34.622739244485274,5.121319541707635,8.007334664463997
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,11.399335145950317,6.6494365483522415,46.42884786557406,42.70564096327871,10.881915314123034,7.0275375954806805
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,7.032381722703576,5.652583859860897,22.074561950471253,33.16400945512578,8.34481106698513,8.13804341480136
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,12.521767299622297,8.13713165000081,31.754494013823567,29.721746957721187,4.915501741692424,8.891992926597595
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,3.4689825512468815,5.052369803190231,23.302492885151878,29.58043338446878,4.53135197237134,7.279110707342625
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,14.588508123531938,5.215486593544483,39.2401319060009,38.38230554684996,3.2291422560811043,6.234641715884209
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,11.997660925611854,7.9117275550961494,34.59978337902576,46.14329550024122,3.0348657723516226,8.683713965117931
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,14.99004534073174,8.921832766383886,27.111489517055453,30.313849683012812,5.95865149050951,6.656028069555759
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,14.249328209087253,6.232579953968525,27.24577791285701,28.30501312878914,3.197954099625349,7.298006817698479
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,14.613864516839385,8.17926237359643,38.35676986575127,20.904389819549397,10.839188618585467,7.921793635934591
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,2.7722879089415073,7.732720952481031,41.42880217074416,19.316104202857243,10.106351913884282,6.09143590554595
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,3.351418385282159,7.8876187689602375,27.604628247674555,36.65629537361674,14.642577650025487,7.987327560782433
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,13.753205554559827,6.812687665224075,36.7387788830325,48.85893106386065,12.848045472055674,6.573202900588512
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,12.532981233235132,8.11234998178912,47.821219479419206,42.43513865183127,9.693951120342046,8.163355727745907
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,7.441165355492445,6.236611667945224,23.580355416393555,33.90216079556334,6.791973714345698,5.8211779790864835
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,9.835436944709738,7.43573631542818,19.99696498893097,23.247672189779948,14.991375693493108,8.225619351664783
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,14.56323493990943,6.911361371862093,32.46055331282722,49.41637732378267,9.861584032761247,5.707760237376314
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,8.921637136522587,7.2696486890149,29.56283852602487,45.80268471149542,13.514899601995307,5.726058801635297
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,13.756445656055844,6.01716698294296,41.9364871323031,21.125307180267615,1.8521362317488397,5.909713803607791
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,7.415732696604849,7.952649370145203,23.477164883477812,35.66508076610646,13.33843907698595,6.87495454595853
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,13.710419687381457,5.873327407424928,33.49405443556077,38.514759639949084,11.889436503933707,5.570411217767272
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,6.428170127798026,5.667442015011048,29.379740291646144,33.14017196052791,9.02121011310432,5.631871923413124
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,4.132904053877466,8.700658015853381,28.81062357089658,45.526424926542674,5.997308941320296,7.060152475367418
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,6.361934586126694,5.667154594597214,29.29426505764133,27.79184464842343,9.015160865667962,5.668239660338791
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,4.940269211668859,5.926898652525917,28.042766671955537,30.80364162940854,2.359026390576928,5.597612949929952
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,9.935030030634593,5.662533800126138,29.01222579756848,29.747860600500783,8.992733202874769,5.809972685128319
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,6.598261171085465,6.230734654475739,23.792830988716105,28.74414081743709,6.751785028949036,5.446131626095427
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,1.0,5.665408384152431,34.96555269577278,29.889109275409787,8.928911882008983,5.756081759200567
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,10.8294054644473,5.0,19.05,30.812357537997464,1.0,5.74129446185212
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,13.645361738885454,5.665614342824998,28.886595814098083,22.6740371535682,8.912429145141745,5.4352270070503295
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,11.913029192145604,5.0,50.0,29.492586046397218,15.0,5.724302644626129
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,4.834549392278867,5.669573892562193,26.62627886575207,32.357668193935325,8.929460472673021,5.027304087878797
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,2.6015862137900947,5.677045613016038,22.6616459076765,19.05,9.092118149027183,5.656243664112701
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,1.0,5.0,46.65761443520614,50.0,1.0,5.0
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,13.913156158325064,8.567424174906408,25.64484473955814,20.90860298298007,6.098378389997727,6.46993388759273
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,14.973570932170253,8.862545426551137,23.619050626701604,23.043636063573956,10.0494846106027,7.502142829675291
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,4.363312578996402,5.550851912805407,35.80570254948241,40.357740475260705,7.8394720780600915,5.079740975676581
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,1.2215700310834436,5.3267071230482035,32.75308406408847,47.050910031841475,1.5314427969500586,5.452772485346471
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,14.829337637905049,8.204335921383375,22.089632715371565,27.775538778756147,14.563724149882058,6.674211663010641
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,3.381393112242222,5.985946457833052,31.613768430193886,49.90053270189092,6.153828805312514,5.458600170910358
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,13.553551174250702,6.728863751927303,21.469211795963304,23.318901184555806,12.368007264325373,6.5408071794555065
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,4.902606167041005,5.326346043891601,46.816667578381676,45.75248599542578,8.647428770598378,5.574912687751339
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,2.3222899894231235,6.913122804118352,40.976566254265805,48.29598682669039,7.373360394019013,6.7475181212311615
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,10.606997361593157,5.313715259945613,36.46155303583828,38.94121940315481,12.49589549296308,8.120637437768666
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,14.93360652844861,7.194099708751157,34.79448398974185,37.104253736867854,5.357738242757661,6.13143245451011
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,8.411225454487429,6.071284528469127,21.02428176410753,42.0157783867127,1.5271491614866872,7.3049001776574265
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,10.944328804400978,5.597882546944826,33.246446688511845,24.740233759355657,13.06289483122438,7.717053183103893
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,1.7698853836032544,7.490152615385319,35.20265224861447,28.506404104239536,2.072365160880967,5.231266400608426
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,5.8004886791527,8.800554552752532,28.285821904498945,40.42344802328951,3.932757865116601,8.512029092459764
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,2.7273367331836154,5.333152181060779,25.629968789638532,39.701781340184105,1.897855995643283,5.801072918974903
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,3.5102824995456023,5.66200979547108,41.44849993768338,33.474124735774836,3.4331012532911043,5.357108951116351
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,3.75254966954265,7.3156817674496235,19.55453026732127,27.329861773145733,6.893693119635824,5.02356563334907
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,11.214455913519176,8.762288198885598,35.36590001260549,28.51538675612396,5.255583548241842,5.4996920745040185
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,5.766407221103622,6.415354062386999,22.256763052036355,25.54249979558241,10.553263780508946,5.721832332691232
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,3.0778636721486925,7.342991108187379,27.0572749884234,46.80867420230436,14.332244963288566,7.175864371804407
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,3.3560164692827223,5.172313768561752,32.184167203816095,19.40368552262018,6.738575150425031,7.9212869932545225
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,7.747692047497775,6.044321275315386,32.15379233855573,41.50225068001217,12.500512074453301,8.84247846940031
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,8.51430216701154,6.01238257605817,25.79556214807044,32.25568446547244,9.08624075156659,6.302015257740194
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,8.453487169137986,5.428623895654921,23.12216245038948,23.745620687528522,10.33214034099854,6.769473683534576
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,5.914265629064933,5.645877445201386,24.360584879604296,28.783841625050062,14.60272164314134,8.111540210273342
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,5.440091037019957,7.7669463275424615,48.721688917614856,43.074642239711,3.5945381378302335,6.685343510851261
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,13.732221047251299,8.327341038380816,30.23858047629409,32.158940672898154,12.171664630966724,5.706660642347151
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,3.132335125219819,5.338480172476617,35.19213863570239,27.79782049016174,12.776251479651338,7.3099596906555595
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,11.29339709553636,6.096995137579749,46.62559138597898,21.458551635563108,3.1786594048229295,8.999374093254852
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,10.801774064166935,8.80561601948907,44.90956787828752,21.959246146697346,9.108548555747637,7.425988873285953
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,11.67597187674184,5.614869183573129,32.74000037781645,34.42990341110561,5.543050621014005,8.575787188327165
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,11.636737986540707,7.919075744560752,32.494442234557674,45.354896722528544,7.236464515813312,8.158567370478456
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,9.452135511021458,5.257916806410734,40.1609343435442,29.857469205801436,10.845135366200939,8.80701104077248
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,11.194433830308283,5.805086286760499,38.79183493792273,37.04481164497353,2.0564976447156296,5.4195453354939715
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,12.676995945903636,5.040119664381986,34.99952199619948,49.16758114804995,3.7245810777641584,5.213057593685551
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,12.549590404077012,6.922343843967887,21.406062715768574,38.9417066088503,2.111455121413834,5.045357886436382
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,14.885469654330592,8.230877210983106,43.39171226598218,22.34521065655974,8.93647216583335,7.904809627980548
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,13.004936529702437,6.975368631092589,48.54243561995803,20.362993710725746,3.036723276140205,6.085441651309745
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,14.723890591150784,5.411626098754116,41.09853880308761,38.220831284028904,1.6126385789829143,8.923258295915986
0.0,7.0,2.5,25.0,AAV2,ELU,AAVA3,7.372360856491917,7.193779872922616,24.029684169682238,48.56405320358206,12.037542476090808,6.689613197304521
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,10.11142164126484,7.609933220350084,45.522163748145275,35.55900289649745,5.076291342741634,5.293942277101197
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,2.9216040546032866,6.98850267003584,42.02160724045548,33.57633997958296,14.645194327124344,7.9447358620562945
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,13.623496435243274,5.262291784063448,32.907536144457666,41.15374958078752,9.203548528086824,8.003224960181514
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,6.084303098049177,8.908480757719822,34.94653630335935,38.04485832462716,5.679463023129607,8.290983878399963
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,13.114588693869004,8.787081729089984,36.54430005903406,23.03128545779368,2.6143792222362734,8.80056764134699
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,8.19466938052452,5.037065398745449,44.645383506526414,23.127843636627716,9.846803276361094,8.973963324507267
0.0,7.0,2.5,30.0,AAV2,ELU,AAVA3,9.945009224679414,5.661743163761789,47.4063120087699,34.49107226846496,3.1059577552692685,7.170536701700958
0.0,7.0,2.5,5.0,AAV2,ELU,AAVA3,11.580492253420827,6.262636936316712,23.330400439286528,36.64352006047972,2.2033239287282633,5.19576597632975
0.0,7.0,2.5,20.0,AAV2,ELU,AAVA3,12.795399533865986,5.7206919414169635,20.83628721708605,47.94576241232489,12.074250554185696,8.459356846416886
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,7.485916571084109,6.481675337432735,49.61850862804995,31.09001010517023,1.32203564772104,8.495860560877347
0.0,7.0,2.5,10.0,AAV2,ELU,AAVA3,12.886401189446323,6.2313177132887905,44.606114070646235,46.49997904687655,7.963264939936818,6.437096404949228
0.0,7.0,2.5,15.0,AAV2,ELU,AAVA3,4.632427395032052,7.036519658077415,34.343710812279596,23.40711540750933,9.074804805260559,8.68092928799457
